C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_17_715.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_17_715.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_17_715.jpg,0,0,0,1.423229E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_17_783.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_17_783.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_17_783.jpg,0,0,0,6.173914E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_17_851.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_17_851.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_17_851.jpg,0,0,0,9.660932E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_17_917.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_17_917.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_17_917.jpg,0,0,0,1.836734E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_17_988.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_17_988.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_17_988.jpg,0,0,0,1.746488E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_058.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_058.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_058.jpg,0,0,0,1.117527E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_129.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_129.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_129.jpg,0,0,0,5.575109E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_200.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_200.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_200.jpg,0,0,0,4.181997E-07
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_272.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_272.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_272.jpg,0,0,0,7.985248E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_343.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_343.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_343.jpg,0,0,0,2.362081E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_413.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_413.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_413.jpg,0,0,0,4.52239E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_483.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_483.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_483.jpg,0,0,0,1.344293E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_554.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_554.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_554.jpg,0,0,0,9.153881E-07
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_625.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_625.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_625.jpg,0,0,0,3.26096E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_697.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_697.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_697.jpg,0,0,0,3.023906E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_767.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_767.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_767.jpg,0,0,0,1.039374E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_838.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_838.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_838.jpg,0,0,0,7.858589E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_908.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_908.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_908.jpg,0,0,0,1.895669E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_18_979.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_18_979.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_18_979.jpg,0,0,0,5.215988E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_050.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_050.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_050.jpg,0,0,0,1.250547E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_116.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_116.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_116.jpg,0,0,0,3.066478E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_187.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_187.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_187.jpg,0,0,0,1.586801E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_258.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_258.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_258.jpg,0,0,0,7.694627E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_325.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_325.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_325.jpg,0,0,0,1.204805E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_397.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_397.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_397.jpg,0,0,0,7.850716E-07
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_467.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_467.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_467.jpg,0,0,0,2.184968E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_537.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_537.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_537.jpg,0,0,0,1.450733E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_609.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_609.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_609.jpg,0,0,0,1.822615E-05
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_679.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_679.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_679.jpg,0,0,0,8.619745E-06
C:\Users\kim\Desktop\four\IMG\center_2022_06_08_16_40_19_751.jpg,C:\Users\kim\Desktop\four\IMG\left_2022_06_08_16_40_19_751.jpg,C:\Users\kim\Desktop\four\IMG\right_2022_06_08_16_40_19_751.jpg,0,0,0,2.379146E-06
